Damara,English
"Je-ho-vab ai-ǃâ da ge go hā ǀgo-res ǃnâ, î da ǃoa-ba tsî ǁnâu-ǀnam bi ǁkhā. ǁNā-sa da ǂkhîb ǀkha ra dī, nē ǂkhîb ge a ǀnō-he ǁoa. Je-ho-vab di khoen a-se, ǁîb Gao-sib xa da nî ǃhoa. (ǁNAEǀHAOS) E-lob ai da mā-ǁnâ-sen hâ; nēb ge mî-ǁgui. ǁÎb tsî Je-sub ǃnâ da ra ǃgâi-a-ǂgao.","Servants of Jah do not seek a life of ease; The world and its rulers we do not try to please. Unspotted at all times remaining, Our integrity we will keep maintaining. (CHORUS) Then forward, you Witnesses, ever strong of heart! Rejoice that in God’s work, you too may have a part! Go tell far and wide that the Paradise is near And that soon all its blessings will be here."
"Je-ho-va E-lob ge si-da ǀhom-mi di ku-ru-ao. ǃHūb-aib tsî ǀhom-mi ge ǁîb di ǃom-kha di sî-sen-ga. Ûi-bab ge ǁî-ba ge mā da tsî hoa da ra ǁkhā-ǁkhā, î da ǂan ǁîb ǀguib nî koa-he-sa, ǁÎ-ba ǀgo-re-ǀîs ǃnâ-ū.","God and his Kingdom are mocked and pushed aside; His great name is slandered, its holiness denied. Let’s share in its sanctification, And declare it to ev’ry tribe and nation. (CHORUS) Then forward, you Witnesses, ever strong of heart! Rejoice that in God’s work, you too may have a part! Go tell far and wide that the Paradise is near And that soon all its blessings will be here."
"Je-sub Xris-tub ge ǁâ-ǁnâ-he, îb ǂha-nu-se dī ǁkhā. ǀGo-res ǃnâb ge E-lob ǃoa mî: ‘Sa ǂâi-sa ta nî dī.’ ǁGam-e xub ge a ǂoa-xa o, ob ge ǃKhūb xa ǂkhau-he. ǁNâu-ǀnam tsîb ge ǀgo-res ǃnâ ge mî: ‘As ti ǁgûb ti ǂâi-sa ī.’","Move ahead, move ahead to maturity! Shine the light of the truth so that all may plainly see. Try your best to improve in your ministry; Trust in God for true success. There’s a place in the service for all. It’s the work Jesus did, you’ll recall. Look to God for support that you may not fall, Standing firm for righteousness."
"Je-ho-vab ai-ǃâ da go hā, î da ǁî-ba koa ǁkhā. Kai ǃgam-ǃgam-sen hâ ǂgao-gu ǀkha da ge mā-ǁnâ-sen hâ. Sa-du ǀGôa-ba du ge a mā, ǃgâi xū-e du ge dī. Ai-tsa-ma ta ûi-ba-sen ti-de, ûi tsî da ga ǁō xa-we.","Move ahead, move ahead, boldly witnessing! Everlasting good news to all sorts of people bring. Join in praise to Jehovah, our God and King, As we preach from door to door. Though opposers would like us to fear, Don’t hold back, but let ev’ryone hear. Tell the news that the Kingdom of God is here. Teach the truth yet more and more."
"ǁGoas go hā. ǂHo-mi-sen re î da ǃgâi-ǂhôas xa sī ǃhoa. ǁAe xa i ge go tsî ǀa-nus ge go hā. Oms ǃnâ hâs ge a su-pu tsî ra ǁom kai da. (ǁNAEǀHAOS) ǃGâi mû-ǂuis tsî ai-ǂho-mi-sens ǀkha da ge hoa-ǁae ra ǃhoa. Nes ge nî ǂkhâ-ǃnâ da, ai-ǃgûs ǀkha tsî dī-tsâ-sa. Sî-sen-ǀhao da ra ǀhom-ǃgā-gu ǀkha. Je-sub ge ra hui da. Tsî ǂhau-ǃnâ ǀhō-sa-na da ū-hâ. Mâ-ǀgai da nî.","Move ahead, move ahead, always follow through, And improve in your skills, for there’s so much work to do. Let the spirit of God keep on leading you. Find the joy that is divine. Love the people you work hard to find. Keep returning to reach heart and mind. And assist them to grow and to be refined, So the light of truth will shine."
"ǂKhîb go ǀoa. Hō-ǃâ da nî hoa-na da ǂâis ǃnâ ū-hâ. E-lob ge nî mû, hoa da di dī-tsâ-de. ǁÎb ge si-da ǀnam-ma nî ǂâi-hō, nēs a-ma. (ǁNAEǀHAOS) ǃGâi mû-ǂuis tsî ai-ǂho-mi-sens ǀkha da ge hoa-ǁae ra ǃhoa. Nes ge nî ǂkhâ-ǃnâ da, ai-ǃgûs ǀkha tsî dī-tsâ-sa. Sî-sen-ǀhao da ra ǀhom-ǃgā-gu ǀkha. Je-sub ge ra hui da. Tsî ǂhau-ǃnâ ǀhō-sa-na da ū-hâ. Mâ-ǀgai da nî.","The fullness of the Kingdom truth was long concealed. The truth about the promised King is now revealed. Jehovah in his mercy and his love of right Considered man’s condition in his sinful plight. He formed his purpose that his Son should rule the earth; In God’s due time the Kingdom rule would be brought to birth. And that he might arrange to bring his Son a bride, A little flock of chosen ones is glorified."
"Kai ǂkhîb di daob ge hâ, ǁîb ge ǂan da go ba. ǁÎb xa da ǁkhā-ǁkhā-sen, ǃkha-ru ge ǁaeb kha-mi. Je-sub ge a mî kha-mi ǁîb di dom-ma ǁnâus, ǃnâb ge kai ǂkhî-ba hâ. Je-ho-vab di mîs ǃnâ. (ǁNAEǀHAOS) Nēb ge ûib di ǀgau-ba; nēb ge dao-ba. Tā kō-bē re; ǁae-rob di ǁkhoa-rob ǃgao! E-lob ge ra ǂgai: ‘Nēb ge dao-ba, tā ǃgâb ai kō, nēb ge a-ma dao-ba.’","The good news that we now declare was long foreknown. Jehovah wills that in this time it would be shown. Along with us, his angels take delight to share, To aid us as the Kingdom truth we now declare. We have the duty and the honor in these days To sanctify his name and give him his rightful praise. We’re honored as his Witnesses that name to bear With everlasting good news that we now declare."
"Kai ǀnam-mi daob ge hâ, tā kō mâ to-xo-ba. ǃKhūb ge dao-ba ra ǁgau, ǁîb ge ra hō kai-sen. ǁÎb ǀnam-mi ge a ǃgâi tsî ǀgam-sa tsî a-ma. Nēb ge ǀnam-mi dao-ba, dī da ra xūn hoan ǃnâ. (ǁNAEǀHAOS) Nēb ge ûib di ǀgau-ba; nēb ge dao-ba. Tā kō-bē re; ǁae-rob di ǁkhoa-rob ǃgao! E-lob ge ra ǂgai: ‘Nēb ge dao-ba, tā ǃgâb ai kō, nēb ge a-ma dao-ba.’","God has commanded us this day; He has given us a charge to obey. At all times, be ready to impart The reason for the hope within your heart. (CHORUS) So preach the word So that ev’ryone can hear! Preach the word, For we know the end is near. Preach the word, Help the meek to understand. Preach the word Throughout the land!"
"Kai ûib di daob ge hâ, tā kai-se kō mâ re. ǃKhūb ge mî-mâi-ba da ǀkha-ra dao-i a ǀkhai ǂkhî-ba hōs ǃa-ro-ma, ǃgâi daob ǀnam-mi dib ai. Nēb ge ûib di dao-ba, gan-gans E-lo-ba ǃoa. (ǁNAEǀHAOS) Nēb ge ûib di ǀgau-ba; nēb ge dao-ba. Tā kō-bē re; ǁae-rob di ǁkhoa-rob ǃgao! E-lob ge ra ǂgai: ‘Nēb ge dao-ba, tā ǃgâb ai kō, nēb ge a-ma dao-ba.’","Seasons of trouble we will face; Opposition may bring shame and disgrace. Though preaching may out of season seem, Our trust is in our God, who is supreme. (CHORUS) So preach the word So that ev’ryone can hear! Preach the word, For we know the end is near. Preach the word, Help the meek to understand. Preach the word Throughout the land!"
"Ais-ǀkhāb ǃoa kō re ti khoe-do, gao-sib xa du ao-ǁnâ re. Tā du khā-khoe-na ǃao re. A-ma-ba ǀnam-na mî-ba Je-sub Xris-tub ge ra ǂgae-ǂgui. Tsî khā-khoe-ba ge ao-ǁnâ tsî ǁî-ba nî-ra dī-kā-kā, în khoe-na ǃgâi-se ûi ǁkhā. (ǁNAEǀHAOS) Tā ǃao nî re, ti ǀnam-sa-do. ǁÎn ǃao-ǃaos ga kai xa-we, du ge ǂgom-ǂgom-sa-se nî hâ, ǃgom-ǀgau-sa-se hoa xūn ǃnâ.","Seasons of favor we will see, And the need for us to teach, there will be. The way to salvation we proclaim And help to sanctify Jehovah’s name. (CHORUS) So preach the word So that ev’ryone can hear! Preach the word, For we know the end is near. Preach the word, Help the meek to understand. Preach the word Throughout the land!"
"Sa-du khā-khoen ga ǂgui xa-we, tsû-tsû du ǂgaon ga xa-we. Koa tsîn ga ra ǀnom ū du, tsîn ga na-na du xa-we. Ti ǂgom-ǂgom-sa khoe-do tā ǃao, ǁîn sao-ǃgon-di kas hoa-sa. Ti ǂgom-ǂgom-sa-na ta nî sâu Ar-ma-ge-dons ga hā o. (ǁNAEǀHAOS) Tā ǃao nî re, ti ǀnam-sa-do. ǁÎn ǃao-ǃaos ga kai xa-we, du ge ǂgom-ǂgom-sa-se nî hâ, ǃgom-ǀgau-sa-se hoa xūn ǃnâ.",Come share in the work of our Master; Respond to his call and obey. He offers to help and to guide you; His teaching will show you the way. The seed of the truth has power to grow In hearts that are honest and true. So give of your best as you faithfully share In the work you’ve been given to do.
"Tā ǃao ǀgu-ri du hâ ta-ma, Ti-ta ge sa-du di ǀgai. Nē-si du ga ǁō xa-we, ǁōb ge ti-ta a ǁau-ba. Tā so-ro-sa ra ǃgam-na ǃao tsî ûi-ba mā ǁoan tsî-na. ǀAms kō-se du mâ-ǁa-po re, Sa-du mî-ǁgui-ga dīs ǀkha! (ǁNAEǀHAOS) Tā ǃao nî re, ti ǀnam-sa-do. ǁÎn ǃao-ǃaos ga kai xa-we, du ge ǂgom-ǂgom-sa-se nî hâ, ǃgom-ǀgau-sa-se hoa xūn ǃnâ.",How much of your work is successful May often depend much on you. Those hearing will need your assistance To learn and to love what is true. So help them to deal with pressures and doubts They’re certain to face on their way. The seed of the truth will bring joy when you see How it grows in their heart day by day.
"A-ma-ba ûi-ǂuis ge kai-se a ǃgâi ǀgau-ba, khoe-i nē-sa a dī-ba tsi ǁoa. Je-ho-vab ra mā tsi ǀa-pe-mā-de ū re tsî ǂgom re ǁîb ra mî xū-na. (ǁNAEǀHAOS) Nēb ge a-ma-ba. Ûi-ǂui tsî a-ma kai re. Tsî ǃgâi-a-ǂgao re Je-ho-vab ǀkhaeb ǀkha, a-mab ǃnâts ta ǀgai hî-na.","In preaching the Kingdom and teaching the truth, Our Lord showed us how to proceed: ‘Search out those deserving and ready to hear, Those aware of their spiritual need. By greeting the household and wishing it peace, Then it may be that peace you’ll impart. But when they refuse you or turn you away, Shake the dust from your feet and depart.’"
"Sa ǁaeb tsî ǁgui-ǂgā-sens tsîn ra ǀga-pi-ǃgôa-he, E-lob Gao-si-bats ra ôa hî-na. Nēs ge ǃgâib tsî ǀam-o ûib tsî-na nî mā tsi, ûib ǃgâi xū-na nî-ra hau-ba. (ǁNAEǀHAOS) Nēb ge a-ma-ba. Ûi-ǂui tsî a-ma kai re. Tsî ǃgâi-a-ǂgao re Je-ho-vab ǀkhaeb ǀkha, a-mab ǃnâts ta ǀgai hî-na.","All those who receive you receive him as well, Respond when their heart opens wide. Their right disposition for unending life Will impel them to serve at your side. And never be anxious about what to say, For Jehovah will help you to speak. Your answer when gracious and seasoned with salt Will appeal to the humble and meek."
"ǃKhūb si-da ǁGûb ai-ǃâ da ǀgôa-ron kha-mi ī, hî-na ǁîb dao-ǁgau-de ǂhâ hâ-na. A da si-da ǀhom-si ǁGûb ǀkha ǀgui-ba ǃgû re, î da hâ-hâ nî ǀkhae-ba hō. (ǁNAEǀHAOS) Nēb ge a-ma-ba. Ûi-ǂui tsî a-ma kai re. Tsî ǃgâi-a-ǂgao re Je-ho-vab ǀkhaeb ǀkha, a-mab ǃnâts ta ǀgai hî-na.","As we tell about the Kingdom, As we witness for your name, There are many who oppose us And who try to bring us shame. But instead of fearing men, It’s really you we must obey. So we beg you now for your spirit; O Jehovah, hear what we pray. (CHORUS) Grant us boldness as we witness; Help us overcome our fear. Give us confidence and courage So that all the world may hear. Armageddon draws ever near, But until that great day is here, Grant us boldness as we witness. This is our prayer."
"Hoa-ǁae da ge E-lo-ba ra ǁgae ǂgao, khoen ǀkha ǂhau-ǃnâ-se ûi-sa, ǁÎb kha-mi. E-lob di ǁkho-reb ge khoe-na sâu-sa, ǁîb ge hoa-na ǁîb ǀgôan a-se ra mû. (ǁNAEǀHAOS) ǃKhai ta-mas ge khoe-i ge, ai ta-mas ge ǁîn ǂgaob ge. Hoa-na da ge E-lob xa nî ǁkhā-ǁkhā. Tsâ-ba nî da ra ǃkhais ǃgao da ge hoa-ba ra ao-ǁnâ: “ǁÎn nî E-lob di ǀhō-sa kai ǁkhā-se.”","Even though we may be fearful, You remember we are dust. Your assurance to support us Is a promise we can trust. Give attention to the threats Of those who persecute and blame. May you help us all to continue As we boldly speak in your name. (CHORUS) Grant us boldness as we witness; Help us overcome our fear. Give us confidence and courage So that all the world may hear. Armageddon draws ever near, But until that great day is here, Grant us boldness as we witness. This is our prayer."
"Hân ra ǃkhais ge ǂhâ-ǂhâ-sa ta-ma hâ. Tsî ǁîn ra ta-ni-sen ǀgaub tsî-na o. Xa-we ǂhâ-ǂhâ-sa as ge ǁîn ǂgao-ba— Je-ho-va E-lob ge ǁî-na a ǀnam. (ǁNAEǀHAOS) ǃKhai ta-mas ge khoe-i ge, ai ta-mas ge ǁîn ǂgaob ge. Hoa-na da ge E-lob xa nî ǁkhā-ǁkhā. Tsâ-ba nî da ra ǃkhais ǃgao da ge hoa-ba ra ao-ǁnâ: “ǁÎn nî E-lob di ǀhō-sa kai ǁkhā-se.”","Today men heap reproach and shame Upon Jehovah’s holy name. Some show God weak; some paint him cruel. “There is no God,” so shouts the fool. Who’ll go Jehovah’s name to clear? Who’ll sing his praise for all to hear? (CHORUS"
"Je-ho-vab ge hoa khoe-na ra ǀkho-ma, în ǃhūb-aib tsî ǁîb sî-sen-ga ǁnā-xū. Nē-sa da ǂan ǁnās ǀkha da ra ao-ǁnâ. Tsî da ge hoa khoen ǀkha ra ǀgo-ra-gu. (ǁNAEǀHAOS) ǃKhai ta-mas ge khoe-i ge, ai ta-mas ge ǁîn ǂgaob ge. Hoa-na da ge E-lob xa nî ǁkhā-ǁkhā. Tsâ-ba nî da ra ǃkhais ǃgao da ge hoa-ba ra ao-ǁnâ: “ǁÎn nî E-lob di ǀhō-sa kai ǁkhā-se.”","‘Lord, here I am! Send me, send me! I’ll sing your praises faithfully. No greater honor could there be, Lord. Here I am! Send me, send me!’"
"Je-sub ge ra mî: ‘A-mab nî ǁnâu-he,’ so-res tsî tsa-rab ǃnâs tsî-na. Hoan E-lob xa nî ǁkhā-ǁkhā-sen. Nau gū-na ǀnam tsî a-mab xa mî-ba. Hoa ǃhūb-aib ǃnân ge-re ôa-he, ǁgoa-sa xu tsēs ǀams. Om-sa xu oms ǀkha ǃgan-gu ǃnâ, hoa-ǁae da ge khoen ǀkha nî ǃhoa. Khoen ǃgom-si-gu ge ǀgū-ǁae nî ū-bē-he. (ǁNAEǀHAOS) Hā re da ôa. ǂKhîb di ǀhō-sa-na hoa ǃhao-di ǃnâ. Ôa da ge ra, mā-sen-xa ǂgao-ga o-re-hes xa. Khoe-e ǁnā-xū ǂui ta-ma-se.",Some make the claim that God is slow; The fear of God they do not know. Some worship idols made of stone; Some would put Caesar on God’s throne. Who’ll tell the wicked what’s in store? Who’ll warn of God’s great final war?  (CHORUS
"Ôas ge ra ai-ǃgû, ǁaeb go toa xa-we. ǂGui ǂgao-gu tsî ûi-gu tsî-na, da ge ra ôa hoa ǃhao-di ǃnâ. ǀNam-mi ge ra ǂgae da nē-sa dī-sa. Tsû hâ ǂgaob ge a ǂgau ǁkhā, ǁgai hâ ûib ge nî ǃgâi. Om-di tsî ǃgan-gu ǃnâ ra ôa, khoen ǂgao-ga da nî tsâ-ǀkhā-se. Nē-sa da ge kai ǂkhîb ǀkha hoa-ǁae ra dī. (ǁNAEǀHAOS) Hā re da ôa. ǂKhîb di ǀhō-sa-na hoa ǃhao-di ǃnâ. Ôa da ge ra, mā-sen-xa ǂgao-ga o-re-hes xa. Khoe-e ǁnā-xū ǂui ta-ma-se.","‘Lord, here I am! Send me, send me! I’ll sound the warning fearlessly. No greater honor could there be, Lord. Here I am! Send me, send me!’"
"E-lo-ba koa. Hā î da ǁnae! ǁÎb ge ûib tsî xūn hoa-na ra mā da. Mâ tsēs hoa-sa da ra koa bi, ǁÎb di ǀnam-mi tsî hoa-ǀgai-xa-sib ǃgao. ǁNaes tsî ǁÎb kai ǀons xa ao-ǁnâs ǃnâ-ū.",Today the meek ones mourn and sigh Because the evils multiply. With honest hearts they seek to find The truth that gives real peace of mind. Who’ll go with comfort to the meek? Who’ll help them righteousness to seek? (CHORUS
E-lo-ba koa. ǁÎb ra ǂkhî kai. Si-da ǀgo-re-deb ra ǁnâu tsîb ra hui. ǁÎb ge hoa-ǁae khoe-na ra hui. ǁÎb di ga-gab ge tsau-ra-na ra hui. A da ǁÎb bu-ru-xa ǀgaib xa koa bi.,"‘Lord, here I am! Send me, send me! I’ll teach the meek ones patiently. No greater honor could there be, Lord. Here I am! Send me, send me!’"
"E-lo-ba koa. ǁÎb ǂha-nu-ai. ǁÎb ra ǁkhae-ǂgao da, ǁÎb ǃnâ da ra ǂgom. E-lob ǁgai-ba nî-ra ǃgâi-ǃgâi. Gao-sib ǀkhae-gan ge khoe-na nî hō-ǃâ. A da ǃgâi-a-ǂgaob ǀkha hoa-ǁae koa bi!","How does it make you feel when you preach and teach with zeal, When you know you’ve done your part to reach an honest heart? Knowing you’ve done your best; then our God will do the rest. Honest hearts he surely knows— all those to him disposed. (CHORUS) It makes us glad, and we rejoice to give our heart and mind and voice. So may our sacrifice of praise continue all our days."
"ǃGâi ǂâi-ba-sens ǀkha da ge ra ǃhoa în hoa-na ǁnâu. ǁÎb ǁaib di tsēs go hā-sa, în hoa-na ǃgâi-ǃgâi-sen. (ǁNAEǀHAOS) Nēs ge hoa da ûib xa ra ǃhoa khoe da hoa da ǃkhō-ǂgā hâ. Nēb ge ǁîn ûi, ǁnâun ga ra o. An hoa khoe-na nēs xa ǁnâu re, nēs xa ǂan.","How does it make you feel when the words you speak appeal To the ones whose heart is right for everlasting life? Some people turn away, others might be led astray. Still we’re glad to bear his name and witness just the same. (CHORUS) It makes us glad, and we rejoice to give our heart and mind and voice. So may our sacrifice of praise continue all our days."
"ǁÎb mîs xa da ra ao-ǁnâ, hoa khoen a ǁnâu ǁkhā-se. Tsî da khoe-na ra ǁkhau în E-lob ǀkha ǂkhî-ba-gu. (ǁNAEǀHAOS) Nēs ge hoa da ûib xa ra ǃhoa khoe da hoa da ǃkhō-ǂgā hâ. Nēb ge ǁîn ûi, ǁnâun ga ra o. An hoa khoe-na nēs xa ǁnâu re, nēs xa ǂan.  (ǀUNIS) ǃGâ du re tsî du ǁnâu re. An khoe-na ǃgâ tsî ǁkhā-ǁkhā-sen. ǁÎ-na da ge nî ǁkhā-ǁkhā ǀAm-o ûi-ba nî hō ǁkhā-se.  (ǁNAEǀHAOS) Nēs ge hoa da ûib xa ra ǃhoa khoe da hoa da ǃkhō-ǂgā hâ. Nēb ge ǁîn ûi, ǁnâun ga ra o. An hoa khoe-na nēs xa ǁnâu re, nēs xa ǂan.","How does it make you feel, knowing God’s support is real, And that he’s entrusted you to do the work we do? Proudly we preach and teach, using bold but gracious speech, Searching out deserving ones; this work will soon be done. (CHORUS) It makes us glad, and we rejoice to give our heart and mind and voice. So may our sacrifice of praise continue all our days."
"A da ǁa-po-sa-se mâ-ǀgai ǀams ǁaeb ǃnâ, î da E-lob ǃgâi-ǂhôa-sa hoa-ǁae ǁkhau-ba ǁkhā. ǁGâ-uab ge mâ-ǃoa tsî ra ǃgam da. Je-ho-vab huib ǀkha da ge ra mâ-ǃoa bi. (ǁNAEǀHAOS) ǀHû-ǀgui-ti-mî-aon a-se mâ-ǀgai tsî ai-ǃgû! ǂKhî re, ǃKhūb ǃoa-bas ǃnâ da ǃâ-e ū-hâ-sa! A da khoe-na mî-ba Pa-ra-dais go ǀgū-sa. Tsî ǀgū-ǁae i ge ǁnā ǀkhae-ba nî hā.","Our service to God we cherish; We value our priv’lege to preach. We buy out the time and give God our best, For many we still need to reach. (CHORUS) God’s Word invites us: ‘Come taste and see— See that Jehovah is good.’ Godly devotion brings greatest gain, We know we’ve done all we could."
"Je-ho-vab khoen ge ǃkhū-si-ba ôa ta-ma tsî nē ǃhūb-aib ǂgae-ǂgui-ao-ga ǂkhî-ǂkhî ta-ma. Tsî ǃhūb-aib ǂnao-e ū-hâ ta-ma, ǂgom-ǂgom-sa-se da hoa-ǁae nî-ra mâ hō. (ǁNAEǀHAOS) ǀHû-ǀgui-ti-mî-aon a-se mâ-ǀgai tsî ai-ǃgû! ǂKhî re, ǃKhūb ǃoa-bas ǃnâ da ǃâ-e ū-hâ-sa! A da khoe-na mî-ba Pa-ra-dais go ǀgū-sa. Tsî ǀgū-ǁae i ge ǁnā ǀkhae-ba nî hā.","For those in the full-time service, Rich blessings and treasures abound. By trusting in God to care for our needs, In all things contentment is found. (CHORUS) God’s Word invites us: ‘Come taste and see— See that Jehovah is good.’ Godly devotion brings greatest gain, We know we’ve done all we could."
"Khoen ge E-lob di Gao-si-ba ra ǂkhā-bē, ǁÎb ǀon-san ǃkhā-ǃkhā tsî ǂan-ǃgâ ǂgao ta-ma hâ. A da ǁÎb ǀon-sa ǃa-nu ǃa-nu, tsî hoa ǃhao-di tsî ǁae-di ǃnâ nî ǂan-ǂan. (ǁNAEǀHAOS) ǀHû-ǀgui-ti-mî-aon a-se mâ-ǀgai tsî ai-ǃgû! ǂKhî re, ǃKhūb ǃoa-bas ǃnâ da ǃâ-e ū-hâ-sa! A da khoe-na mî-ba Pa-ra-dais go ǀgū-sa. Tsî ǀgū-ǁae i ge ǁnā ǀkhae-ba nî hā.","At the start of the day, with the sun yet to rise, We are making our way with the sleep in our eyes, and we pray. We are there with a smile for the people we meet. Some may stop for a while, some pass by on the street, but we stay. (CHORUS) It’s the life that we choose; For Jehovah we live. And whatever he asks, we will do. In the work we endure, Whether sunshine or rain. It’s a way we can say ev’ry day: “I love you.”"
"ǁKhoa-se E-lo-ba ǀa-sa ǁnae-ams ǃnâ-ū koa re. Khoe-na mî-ba re nē-si ǃgâi xūn dīb ran xa. ǁÎb ge a ǃgâi-ǃōb di E-lo, ǀkhī da koa bi re. ǁÎb ge ǂha-nu-ai-sib ǃnâ-ū ra ǀgo-ra-ǃgâ. (ǁNAEǀHAOS) ǁNae, ǁnae, ǁnae! Nē ǀa-sa ǁnae-am-sa! ǁNae, ǁnae, ǁnae! Je-ho-vab ge Gao-ao.","At the end of the day, with the sun sinking low, Feeling happy and tired, in our heart there’s a glow, and we pray. It’s a life that we love, always giving our best. And Jehovah we thank, for by him we are blessed ev’ry day. (CHORUS) It’s the life that we choose; For Jehovah we live. And whatever he asks, we will do. In the work we endure, Whether sunshine or rain. It’s a way we can say ev’ry day: “I love you.”"
"ǃGâi-a-ǂgaob ǀkha si-da E-lob tsî Gaob ǃoa ǁnae re! ǁÎb ǀon-sa ǃgôa-si-ba ǁgau nē ǁnae-ams ǃnâ-ū. Kai-se ǂgui khoe-nan ǁhao re, ǃKhūb ai-ǃâ ra ǁnae-na. ǃGa-ri ǀoa-sa dom-mi ǀkha E-lo-ba koa re. (ǁNAEǀHAOS) ǁNae, ǁnae, ǁnae! Nē ǀa-sa ǁnae-am-sa! ǁNae, ǁnae, ǁnae! Je-ho-vab ge Gao-ao.","From house to house, from door to door, Jehovah’s word we spread. From town to town, from farm to farm, Jehovah’s sheep are fed. The good news that God’s Kingdom rules, As Jesus Christ foretold, Is now declared throughout the earth By Christians young and old."
"Ab hu-rib ǃnâ ǁan hân hoa-na E-lo-ba koa re. Khoe-nan ǁhao re ǃga-ri dom-gu ǀkha ǁnaes ǃnâ-ū. Ab ǃhū-ba dâ re tsî ǃā-ga ǁîb ǃom-ga ǁâ-bu. ǃHom-gu ǀga-pi-gu tsîn ge ǃhūb hoab ǃnâ ra ǁnae. (ǁNAEǀHAOS) ǁNae, ǁnae, ǁnae! Nē ǀa-sa ǁnae-am-sa! ǁNae, ǁnae, ǁnae! Je-ho-vab ge Gao-ao.","From house to house, from door to door, Salvation we proclaim. It comes to those who make the choice To call upon God’s name. But how can they respect the name Of One they do not know? To ev’ry home and ev’ry door, The sacred name must go."
"Khoen ǀui-na ra e-lo dī, xa-wen E-lo-ba a ǀū. Hoa-ǀgai-xa E-lo-ba, tib ge a ǂan-sa. Nau e-lo-gu ge mû ǁoa hā-nî-ǁae nî ī xū-na. Si-da ai-ǃâ gu ge xū ta-ma, ǁî-gu ge a ǁgau-ǁgau-sen ǁoa. (ǁNAEǀHAOS) Je-ho-vab di khoe da ge. ǃAo ta-ma-se da ra ǃhoa. Je-ho-vab ge ra a-ma kē-bo, mîb ta xūn ra a-ma kai.","So let us go from door to door To spread the Kingdom news. And whether it’s embraced or not, We’ll let the people choose. At least we’ll name Jehovah’s name, His glorious truth declare. And as we go from door to door, We’ll find his sheep are there."
"ǁKhoa-se da ra ǁîb xa ǃhoa tsî kai-sib â-ba ǃkhō-am. Gao-sib ǂhôas xa da ge khoe-na ra ǂan-ǂan. Khoe-na da ra mû-ǃā kai a-mab ra ǃno-ra kai-sa. ǀGain ga ra o, on ra ǃhoa tsoa-tsoa. ǃKhūb ǃoa nē koa-tsa-na-sa ǁnae. (ǁNAEǀHAOS) Je-ho-vab di khoe da ge. ǃAo ta-ma-se da ra ǃhoa. Je-ho-vab ge ra a-ma kē-bo, mîb ta xūn ra a-ma kai.","Welcome to all who gather here this day To hear God’s Word and to learn his way. Life-giving truth he offers to us all; With thankfulness of heart, we respond to his call."
"ǁÎb ǀon-sa da ra kai-kai, ǃkhā-ǃkhās tsî taob tsî-kha xu. Tsî khoe-na ra ǃkhâi-khom, mâ-ǃoa bi ra-na. ǀÛ-bab ge ra hoa khoe-na, ǁÎb ǃoan ga ǁkha-wa hā o. ǂGaob hoab ǀkha ǃoa-bas ge ra dâ kai, ǀam-o ûib mî-mâis ge nî hâ. (ǁNAEǀHAOS) Je-ho-vab di khoe da ge. ǃAo ta-ma-se da ra ǃhoa. Je-ho-vab ge ra a-ma kē-bo, mîb ta xūn ra a-ma kai.","Thanks to our God for brothers such as these, Who welcome us and who seek to please. May we keep holding men of that sort dear, And now we welcome others who meet with us here."
"Nēs ge kai ǃē-sa ū da hâ-sa, ǀhao-ǀhaos ǁaeb ǃnâ da nē-si hâ. Tsau-ra khoen ge si-da ai-ǃâ mâ, hoa da ge ǃâ-e ra ǀhu-ru. Je-sub ge ai-ǁgau-sa ge ǁgau da, nē sî-sen-ni ǃnâ dao-ǁgaus ǀkha. Kai-se da ǂkhî tsî ǃgôa-sa-se ra tsâ. Kai ǂkhîb ǀkha da nē-sa ra dī.","God’s invitation reaches all mankind, That all sincere ones the truth may find. God by his Son has drawn us to His side. So welcome one another with hearts opened wide."
"E-lob tsî khoe-na a-ma ǀnams ge, nē sî-sen-e nî-ra ǃhae kai. Ao-ǁnâs ge a ǁga-ri-ǁga-ri-sa, ǀams go kai-se ǀgū xui-ao o. Hō da ra ǀkhaeb ge ra dâ kai da, Je-ho-vab ra mā da ǀkhaeb ge. ǂGoms ǃnâ-ū ǀgui da ge nî-ra mâ-ǀgai tsî ǃgâi-a-ǂgaob ǀkha ǁîb ǀkhāb ai.","Come with rejoicing, and learn about Jehovah. “Come drink life’s water,” the spirit has said. Healthful instruction, God has provided. All those who hunger for truth will be fed."
"Ai-ǃgû re, ai-ǃgû re î du mâ-ǀgai ǁkhā! A-mab ǃnâ ǀgai în hoa khoe-na ǃgā-sa-se mû re. A da ai-ǃgû re ao-ǁnâ sî-sen-ni ǃnâ tsî E-lob ai ǂgom-ai-ǂnûi. Hoa da ai-ǂha-nub ge ao-ǁnâ-sa. Je-sub tsîn ge nē-sa ge-re dī. E-lob ai kō re ǂkhâ-ǃnâ-hes ǃa-ro-ma mâ-ǀgai ǂha-nu-ai-sib ǃgao.","Never forsaking our gathering together, We must be taught; we must learn what is right. Here with God’s spirit, here with our brothers, Here we are strengthened to walk in the light."
